user_id,age,gender,country,device_type,subscription_type,days_active,total_sessions,avg_session_duration_min,screen_views,clicks,likes,shares,comments,searches,notifications_received,notification_open_rate,purchases,total_spend,retained_30d,churn_risk_score
U46648,20.0,Female,USA,Android,Free,61,20,9.29,146,31,10,0,3,14,178,0.311,1,14.95,0,0.607
U46649,38.0,Male,USA,iOS,Basic,92,33,15.93,262,62,5,0,0,12,73,0.438,3,130.57,0,0.381
U46650,33.0,Male,India,Android,Premium,118,25,15.74,128,13,2,0,0,15,161,0.235,5,73.19,0,0.486
U46651,49.0,Female,India,Android,Free,156,28,13.32,206,61,9,0,2,19,82,0.396,0,0.0,0,0.407
U46652,44.0,Male,India,Android,Free,55,19,21.12,98,18,8,1,1,10,139,0.242,3,137.17,1,0.414
U46653,23.0,Female,India,iOS,Premium,173,27,8.86,205,59,12,2,1,8,100,0.102,2,15.4,0,0.293
U46654,59.0,Female,USA,iOS,Premium,83,16,10.64,105,21,5,0,0,20,48,0.289,3,247.65,0,0.671
U46655,33.0,Male,India,Android,Basic,38,25,11.62,185,24,9,2,2,12,52,0.16,3,58.8,0,0.539
U46656,20.0,Male,USA,Android,Premium,191,38,8.74,104,26,4,0,1,13,148,0.108,2,57.22,1,0.0
U46657,57.0,Female,India,Android,Basic,122,23,19.37,200,20,5,1,0,12,120,0.412,1,44.98,0,0.492
U46658,37.0,Female,Canada,iOS,Premium,129,26,17.68,235,58,8,0,1,13,34,0.353,0,0.0,0,0.357
U46659,57.0,Female,Canada,iOS,Free,64,15,11.73,149,23,7,0,0,8,115,0.248,1,9.64,0,0.596
U46660,24.0,Female,USA,Android,Free,150,25,8.79,123,21,1,0,0,10,64,0.259,2,45.43,0,0.356
U46661,28.0,Female,Canada,Android,Basic,58,24,10.32,189,34,13,3,1,11,169,0.052,2,20.69,1,0.306
U46662,46.0,Female,USA,Android,Free,77,23,6.82,128,31,8,0,1,26,120,0.285,2,176.05,1,0.353
U46663,20.0,Female,India,Android,Basic,44,20,15.27,149,42,13,0,2,7,142,0.24,2,74.19,0,0.651
U46664,38.0,Male,India,iOS,Basic,60,29,10.23,137,19,1,0,0,14,124,0.549,4,39.26,1,0.163
U46665,49.0,Female,India,iOS,Premium,110,26,21.07,196,19,8,0,0,15,127,0.425,0,0.0,1,0.087
U46666,47.0,Female,UK,Android,Premium,59,19,14.91,68,6,0,0,0,13,4,0.564,4,177.64,0,0.422
U46667,56.0,Male,Australia,iOS,Basic,60,24,15.16,231,33,3,0,0,14,176,0.306,0,0.0,0,0.431
U46668,28.0,Male,UK,iOS,Premium,37,23,9.25,238,70,26,2,3,11,15,0.188,2,110.38,0,0.439
U46669,34.0,Male,USA,Android,Free,133,28,6.4,159,41,6,1,1,15,57,0.126,4,164.98,1,0.257
U46670,42.0,Male,UK,Android,Free,50,30,18.03,235,47,2,0,0,11,89,0.307,7,54.11,0,0.536
U46671,42.0,Male,Germany,Android,Free,213,35,5.18,299,57,24,1,4,13,2,0.039,1,35.51,1,0.0
U46672,26.0,Female,Germany,Android,Free,153,26,,154,27,11,0,1,13,10,0.263,4,106.71,0,0.264
U46673,46.0,Male,UK,Android,Premium,54,35,13.42,285,78,11,1,1,4,167,0.108,4,112.62,1,0.006
U46674,32.0,Female,UK,Android,Premium,108,22,11.56,252,59,25,3,6,14,65,0.301,2,79.88,0,0.347
U46675,36.0,Male,USA,iOS,Free,112,21,8.18,100,11,3,0,0,11,129,0.341,1,56.65,0,0.456
U46676,32.0,Female,Singapore,iOS,Premium,92,34,8.24,230,68,18,2,1,11,160,0.586,2,84.62,0,0.484
U46677,56.0,Female,Canada,Android,Basic,88,23,11.58,240,28,4,0,0,15,42,0.147,0,0.0,1,0.356
U46678,52.0,Male,UK,iOS,Free,259,32,20.0,263,41,9,0,0,8,175,0.195,1,10.68,0,0.146
U46679,57.0,Male,Germany,iOS,Free,181,31,4.19,284,57,3,0,0,13,93,0.044,2,21.12,0,0.23
U46680,30.0,Male,India,Android,Basic,37,23,6.42,108,19,6,1,0,10,31,0.194,1,58.66,0,0.643
U46681,33.0,Female,India,Android,Basic,122,29,10.21,316,52,20,1,5,11,34,0.276,2,65.7,0,0.385
U46682,20.0,Female,India,Android,Basic,28,23,8.36,208,39,16,3,1,13,44,0.047,0,0.0,1,0.389
U46683,48.0,Male,Singapore,Android,Free,54,25,11.76,219,39,13,0,0,12,61,0.186,3,186.93,1,0.289
U46684,18.0,Female,India,Android,Free,98,30,14.74,256,50,18,1,2,17,125,0.241,0,0.0,0,0.408
U46685,52.0,Female,UK,iOS,Basic,108,29,17.59,179,31,6,0,2,18,14,0.332,4,200.88,1,0.202
U46686,33.0,Male,Germany,Android,Premium,46,16,13.74,73,12,2,0,0,7,170,0.369,2,10.41,0,0.571
U46687,18.0,Male,USA,iOS,Free,56,24,10.55,122,14,4,0,0,12,55,0.258,3,103.74,1,0.384
U46688,31.0,Male,India,iOS,Free,115,18,11.32,115,29,7,1,1,18,42,0.528,2,83.42,0,0.506
U46689,24.0,Male,Australia,iOS,Basic,65,25,15.86,125,34,8,0,1,5,1,0.165,1,33.67,1,0.311
U46690,40.0,Male,Singapore,Android,Basic,105,26,15.39,228,61,6,0,1,16,11,0.256,1,133.46,0,0.436
U46691,52.0,Female,India,iOS,Free,199,34,13.96,103,20,3,0,0,8,20,0.393,2,154.01,1,0.0
U46692,46.0,Female,Canada,Android,Free,13,21,10.38,100,26,4,0,0,13,68,0.048,2,71.2,0,0.665
U46693,39.0,Female,Australia,Android,Basic,63,32,12.23,136,26,3,0,0,11,169,0.323,3,157.21,0,0.486
U46694,33.0,Male,UK,Android,Free,32,28,4.81,178,36,7,0,2,12,138,0.082,2,124.55,0,0.437
U46695,46.0,Male,USA,iOS,Premium,365,35,12.12,137,30,2,0,0,11,53,0.36,2,42.17,0,0.0
U46696,23.0,Male,India,Android,Free,170,31,7.5,125,16,3,0,0,17,92,0.35,0,0.0,0,0.335
U46697,35.0,Female,India,Android,Free,84,17,22.81,148,37,6,0,1,10,179,0.518,3,40.5,0,0.57
U46698,46.0,Female,Canada,iOS,Free,62,23,12.48,214,45,7,1,2,16,51,0.359,5,150.38,0,0.719
U46699,42.0,Male,UK,iOS,Free,58,21,14.43,134,15,1,0,0,12,126,0.097,1,52.95,1,0.332
U46700,19.0,Male,USA,Android,Free,58,26,14.14,298,49,10,0,0,7,13,0.148,2,70.58,1,0.304
U46701,49.0,Female,India,iOS,Free,114,27,7.88,182,45,18,0,2,8,98,0.217,2,59.56,1,0.119
U46702,53.0,Female,USA,Android,Free,74,29,13.43,218,54,22,3,5,12,54,0.374,0,0.0,1,0.212
U46703,49.0,Female,India,iOS,Free,195,28,16.93,290,76,33,5,4,7,24,0.527,3,17.37,1,0.081
U46704,58.0,Female,USA,Android,Premium,123,23,5.84,157,15,4,0,0,3,116,0.221,3,123.49,0,0.343
U46705,37.0,Female,USA,iOS,Free,71,29,8.56,171,32,14,2,3,16,159,0.736,6,175.82,1,0.264
U46706,54.0,Male,USA,iOS,Basic,14,25,11.37,179,26,5,1,1,17,40,0.168,0,0.0,0,0.68
U46707,59.0,Male,India,iOS,Basic,50,21,3.68,173,38,5,0,1,15,137,0.132,0,0.0,0,0.68
U46708,55.0,Male,India,Android,Basic,220,36,13.62,222,52,2,0,0,9,147,0.065,2,92.59,1,0.0
U46709,50.0,Female,India,Android,Free,210,30,5.19,331,36,8,1,2,8,5,0.356,3,203.15,1,0.126
U46710,22.0,Other,USA,iOS,Free,315,30,11.57,215,31,2,0,0,15,155,0.217,0,0.0,0,0.107
U46711,23.0,Male,UK,iOS,Free,96,20,16.03,178,24,7,0,2,17,42,0.347,3,145.17,1,0.264
U46712,39.0,Female,Germany,iOS,Basic,167,26,14.37,173,35,7,0,1,9,77,0.396,2,149.23,0,0.315
U46713,38.0,Female,India,Android,Free,89,24,7.5,84,9,1,0,0,19,75,0.258,2,93.16,0,0.477
U46714,36.0,Male,India,iOS,Free,80,32,1.01,288,69,19,3,2,7,154,0.206,2,151.31,1,0.282
U46715,60.0,Female,Germany,iOS,Free,161,27,14.5,173,47,6,1,0,11,52,0.33,1,42.01,0,0.494
U46716,32.0,Male,UK,Android,Free,166,28,11.85,227,44,11,0,3,18,82,0.475,4,133.77,1,0.076
U46717,51.0,Male,India,iOS,Premium,126,24,15.29,141,25,6,0,1,11,163,0.171,2,141.0,0,0.43
U46718,24.0,Male,Canada,Android,Premium,63,27,8.53,215,29,4,0,1,13,100,0.392,2,63.01,0,0.479
U46719,34.0,Male,Canada,Android,Free,223,29,23.6,123,16,5,0,1,10,172,0.509,4,232.15,0,0.27
U46720,22.0,Female,USA,Android,Free,138,24,2.15,97,25,7,0,1,12,91,0.497,4,57.7,0,0.451
U46721,56.0,Female,Germany,iOS,Free,89,22,9.86,112,10,1,0,0,13,96,0.336,3,49.76,0,0.448
U46722,19.0,Female,USA,Android,Free,91,24,7.73,175,31,11,1,0,7,121,0.627,1,20.86,0,0.639
U46723,44.0,Female,India,Android,Basic,157,14,10.13,110,16,1,0,0,13,147,0.031,2,14.96,0,0.562
U46724,41.0,Female,India,Android,Basic,89,30,9.47,132,20,5,0,0,12,49,0.322,3,128.47,0,0.491
U46725,58.0,Female,India,Android,Basic,16,22,10.21,156,42,15,3,1,12,23,0.292,0,0.0,0,0.612
U46726,,Male,Australia,Android,Free,62,23,17.61,153,45,13,2,4,13,14,,1,67.29,0,0.598
U46727,18.0,Male,India,Android,Free,54,25,17.38,150,29,6,0,1,10,49,0.087,5,199.98,0,0.44
U46728,38.0,Male,Australia,Android,Free,137,25,16.83,177,35,7,0,2,14,124,0.312,1,4.29,0,0.413
U46729,45.0,Female,Australia,Android,Basic,153,28,11.97,341,68,11,2,1,15,9,0.218,1,18.08,0,0.447
U46730,20.0,Female,Germany,iOS,Free,63,24,11.99,108,29,5,1,0,17,102,0.56,0,0.0,0,0.526
U46731,47.0,Male,Singapore,Android,Basic,137,28,13.4,116,14,3,0,0,15,72,0.171,1,58.19,1,0.215
U46732,18.0,Female,USA,Android,Free,72,18,9.24,148,36,7,0,2,14,50,0.587,2,161.4,1,0.515
U46733,35.0,Male,UK,iOS,Free,100,31,3.83,258,38,15,1,3,18,73,0.154,0,0.0,1,0.163
U46734,50.0,Female,USA,iOS,Free,65,27,7.66,166,18,6,0,1,10,114,0.314,3,47.94,1,0.342
U46735,32.0,Female,India,Android,Free,83,21,9.5,168,36,15,2,2,11,8,0.138,3,35.36,1,0.234
U46736,41.0,Female,USA,Android,Free,127,25,12.63,141,26,3,0,0,17,105,0.308,3,186.15,1,0.248
U46737,53.0,Female,India,iOS,Free,119,28,12.8,192,42,4,0,0,7,160,0.453,6,144.69,0,0.27
U46738,51.0,Female,Canada,Android,Free,98,31,15.62,275,51,22,2,4,9,19,0.255,3,92.38,0,0.364
U46739,43.0,Male,Germany,Android,Free,64,25,14.59,75,8,1,0,0,12,176,0.123,1,8.78,0,0.519
U46740,57.0,Female,India,iOS,Free,156,20,14.61,242,40,3,0,0,11,39,0.142,2,52.71,0,0.315
U46741,39.0,Female,USA,iOS,Free,89,19,5.43,209,36,7,0,2,10,4,0.213,4,300.59,0,0.642
U46742,33.0,Male,India,iOS,Basic,71,26,13.68,88,9,2,0,0,8,47,0.376,3,146.08,0,0.498
U46743,57.0,Female,India,iOS,Basic,41,28,6.11,144,28,11,1,1,10,113,0.402,1,9.96,0,0.462
U46744,59.0,Male,India,iOS,Premium,46,25,11.2,179,53,13,1,0,12,28,0.22,0,0.0,0,0.552
U46745,33.0,Male,Australia,Android,Free,38,18,7.77,132,28,5,0,0,7,80,0.051,1,34.2,1,0.321
U46746,22.0,Male,Singapore,Android,Basic,86,21,13.33,167,49,12,2,1,12,69,0.401,3,57.47,0,0.52
U46747,23.0,Other,USA,Android,Basic,75,21,32.03,123,15,4,0,1,8,163,0.331,1,70.38,0,0.643
U46748,59.0,Male,India,Android,Free,135,27,19.61,211,27,7,1,0,14,66,0.277,2,27.74,1,0.237
U46749,41.0,Other,Australia,iOS,Premium,365,38,22.36,327,96,32,3,2,18,58,0.407,3,190.82,0,0.0
U46750,47.0,Female,UK,Android,Free,59,29,16.69,78,19,4,0,0,12,67,0.179,1,40.21,0,0.326
U46751,54.0,Male,Germany,iOS,Free,50,24,13.18,197,21,3,0,0,12,88,0.429,8,230.43,1,0.36
U46752,49.0,Female,Germany,iOS,Free,223,23,11.27,171,22,5,1,1,10,60,0.124,1,23.21,1,0.0
U46753,36.0,Female,Canada,Android,Free,30,20,13.32,206,26,1,0,0,8,32,0.231,1,65.22,1,0.367
U46754,45.0,Female,India,iOS,Premium,49,30,8.79,147,21,9,1,0,14,120,0.207,2,127.28,1,0.299
U46755,25.0,Male,USA,iOS,Premium,68,30,12.75,117,18,3,0,0,18,16,0.046,3,188.45,0,0.433
U46756,60.0,Male,Australia,Android,Basic,163,30,18.27,243,53,17,1,1,6,175,0.148,6,267.49,1,0.052
U46757,18.0,Male,India,Android,Free,63,21,14.05,180,30,11,0,0,7,29,0.105,1,33.15,0,0.565
U46758,21.0,Male,USA,Android,Premium,148,18,15.2,140,35,11,2,3,9,64,0.12,1,34.21,0,0.482
U46759,39.0,Male,UK,Android,Free,178,36,16.7,199,16,5,0,0,12,173,0.359,1,26.05,0,0.144
U46760,39.0,Female,India,iOS,Free,210,25,11.19,230,48,17,3,1,13,36,0.356,3,122.38,0,0.358
U46761,47.0,Male,UK,iOS,Free,85,33,19.52,194,51,20,0,3,8,140,0.512,3,63.51,0,0.397
U46762,44.0,Male,India,Android,Free,93,27,15.15,151,38,7,0,1,7,100,0.327,1,14.34,0,0.56
U46763,44.0,Male,Germany,iOS,Premium,72,25,,259,30,2,0,0,14,64,0.314,5,147.37,0,0.573
U46764,30.0,Other,UK,Android,Basic,330,33,13.52,265,41,6,0,1,18,83,0.337,1,11.51,0,0.0
U46765,56.0,Female,India,iOS,Basic,85,21,10.31,227,45,12,0,2,17,141,0.233,4,42.32,0,0.461
U46766,44.0,Female,Australia,iOS,Free,87,26,17.59,143,32,6,1,1,10,18,0.192,0,0.0,0,0.476
U46767,56.0,Male,UK,iOS,Free,111,24,15.08,170,25,4,0,0,13,143,0.114,4,237.53,0,0.579
U46768,55.0,Male,UK,Android,Premium,66,28,15.01,308,35,13,0,3,11,158,0.142,1,22.92,1,0.315
U46769,25.0,Female,Germany,iOS,Free,91,30,6.94,231,26,9,1,2,10,173,0.218,2,65.68,0,0.317
U46770,29.0,Female,UK,iOS,Basic,56,19,16.86,140,29,6,0,1,7,43,0.494,2,32.25,1,0.236
U46771,41.0,Male,Singapore,iOS,Free,145,18,8.57,100,14,1,0,0,11,160,0.646,2,64.98,0,0.589
U46772,35.0,Female,India,Android,Free,47,33,14.78,218,52,3,0,0,7,56,0.324,2,17.71,0,0.456
U46773,32.0,Male,USA,iOS,Premium,104,23,16.82,88,21,3,0,0,8,161,0.302,1,33.21,1,0.253
U46774,33.0,Male,Canada,iOS,Premium,167,22,13.43,165,16,3,0,0,13,76,0.066,0,0.0,0,0.375
U46775,50.0,Female,USA,Android,Premium,37,29,11.1,183,32,7,1,0,13,154,0.343,2,68.02,0,0.558
U46776,27.0,Female,Singapore,iOS,Free,133,29,12.87,257,25,5,1,0,13,140,0.344,3,120.85,1,0.279
U46777,41.0,Male,USA,iOS,Premium,100,23,15.65,200,46,10,1,3,8,38,0.432,1,36.04,1,0.081
U46778,36.0,Female,UK,Android,Basic,50,23,10.78,131,12,1,0,0,7,72,0.482,2,99.75,0,0.507
U46779,44.0,Female,India,Android,Free,125,30,12.17,196,16,4,0,0,5,138,0.144,3,353.24,0,0.359
U46780,58.0,Female,USA,iOS,Free,253,33,18.7,227,44,5,0,1,10,36,0.115,3,39.5,1,0.0
U46781,48.0,Female,India,Android,Free,174,24,14.98,231,50,7,0,1,7,162,0.314,7,364.01,0,0.465
U46782,38.0,Female,Canada,Android,Premium,129,27,15.19,158,38,2,0,0,17,8,0.358,4,476.52,0,0.333
U46783,33.0,Female,Australia,Android,Free,63,17,8.4,98,20,1,0,0,12,170,,3,317.22,1,0.353
U46784,40.0,Male,USA,Android,Free,53,25,11.05,170,42,6,1,0,9,94,0.016,3,69.38,1,0.266
U46785,31.0,Female,India,iOS,Basic,123,24,8.14,159,38,14,0,3,11,151,0.457,1,29.22,0,0.45
U46786,40.0,Female,India,iOS,Premium,105,26,9.98,202,27,6,0,1,11,83,0.082,3,153.0,0,0.303
U46787,58.0,Male,USA,Android,Free,34,26,14.38,191,22,2,0,0,8,10,0.226,2,56.57,0,0.358
U46788,35.0,Male,India,iOS,Basic,87,24,20.66,269,38,9,0,1,12,44,0.294,0,0.0,0,0.502
U46789,53.0,Female,USA,Android,Free,165,35,10.57,327,41,14,2,4,6,179,,2,17.92,1,0.052
U46790,29.0,Male,Singapore,iOS,Premium,22,21,19.06,93,12,2,0,0,3,134,0.146,2,39.29,0,0.665
U46791,54.0,Female,USA,iOS,Free,145,28,21.79,209,58,7,1,2,11,82,0.048,2,47.14,1,0.052
U46792,28.0,Male,USA,Android,Free,73,23,17.2,66,6,0,0,0,12,54,0.66,0,0.0,1,0.194
U46793,22.0,Female,India,Android,Premium,142,33,16.63,285,57,3,0,0,13,176,0.417,2,83.34,1,0.009
U46794,38.0,Female,India,Android,Free,107,31,19.45,221,34,14,3,2,11,28,0.074,3,116.2,1,0.208
U46795,49.0,Female,Singapore,Android,Basic,124,28,14.32,263,36,7,0,0,12,103,0.087,4,73.62,0,0.305
U46796,46.0,Male,India,Android,Premium,197,29,16.78,237,67,9,0,2,11,117,0.51,1,63.78,0,0.251
U46797,24.0,Male,Singapore,iOS,Basic,31,21,4.96,155,35,15,1,3,9,101,0.166,5,132.67,0,0.666
U46798,53.0,Female,UK,Android,Premium,124,25,17.04,174,23,4,0,0,8,26,0.685,3,64.57,0,0.466
U46799,57.0,Male,India,Android,Free,57,22,11.55,118,28,11,2,1,10,162,0.303,1,11.23,0,0.668
U46800,44.0,Male,India,Android,Free,53,26,11.39,217,51,4,0,0,11,76,0.216,6,238.17,0,0.664
U46801,23.0,Female,USA,iOS,Basic,102,28,13.42,110,19,8,0,0,9,169,0.37,0,0.0,0,0.336
U46802,55.0,Male,Singapore,Android,Free,115,25,12.08,230,41,16,2,3,11,84,0.136,1,52.86,0,0.579
U46803,21.0,Female,Canada,iOS,Basic,131,19,3.16,168,48,14,1,1,10,161,0.406,1,47.12,0,0.544
U46804,52.0,Female,India,Android,Free,125,25,9.36,131,12,4,0,0,8,53,0.346,0,0.0,0,0.319
U46805,27.0,Male,Singapore,iOS,Free,121,29,12.41,271,29,7,1,0,11,61,0.217,1,31.7,0,0.319
U46806,55.0,Female,India,iOS,Basic,58,20,18.04,96,19,2,0,0,14,91,0.216,3,36.01,1,0.447
U46807,47.0,Male,USA,Android,Free,117,27,21.21,264,63,14,1,1,10,103,0.518,0,0.0,1,0.169
U46808,59.0,Male,UK,Android,Free,82,21,10.94,217,46,6,0,0,8,38,0.181,1,63.82,0,0.63
U46809,26.0,Male,India,iOS,Basic,256,34,16.25,288,53,15,1,1,14,126,0.352,2,87.35,1,0.0
U46810,33.0,Female,Australia,Android,Free,124,25,10.77,186,40,12,0,2,5,69,0.438,2,179.58,1,0.184
U46811,21.0,Female,India,Android,Premium,141,23,13.09,155,27,5,0,0,13,76,0.577,1,44.05,1,0.121
U46812,43.0,Other,Singapore,iOS,Premium,78,26,16.51,251,61,8,1,2,8,87,0.477,5,213.25,0,0.587
U46813,46.0,Female,India,iOS,Premium,124,28,8.23,221,65,18,4,1,8,140,0.339,2,125.03,1,0.085
U46814,45.0,Female,UK,Android,Basic,141,26,15.56,156,35,5,0,0,13,25,0.221,2,95.28,1,0.072
U46815,28.0,Male,Australia,iOS,Basic,86,24,10.61,174,31,11,2,2,9,88,0.603,0,0.0,1,0.32
U46816,45.0,Female,USA,iOS,Premium,145,30,8.6,272,70,3,0,0,14,113,0.101,4,44.11,0,0.22
U46817,49.0,Female,,Android,Premium,108,27,1.52,252,68,16,1,0,19,72,0.421,5,196.28,0,0.375
U46818,41.0,Male,Australia,iOS,Free,97,30,12.04,192,19,7,0,0,22,139,0.169,4,7.65,0,0.281
U46819,59.0,Female,Australia,Android,Premium,52,23,12.13,213,17,5,0,1,15,35,0.156,5,46.68,0,0.447
U46820,56.0,Other,Canada,Android,Free,80,23,14.99,91,13,2,0,0,4,0,0.355,0,0.0,1,0.125
U46821,24.0,Male,Canada,Android,Premium,202,29,10.04,133,31,2,0,0,8,57,0.117,3,65.21,0,0.207
U46822,35.0,Female,USA,iOS,Free,267,34,13.79,146,41,17,1,2,9,132,0.449,3,149.62,1,0.0
U46823,20.0,Female,India,iOS,Basic,53,25,9.93,270,38,16,2,0,16,92,0.127,6,191.98,0,0.453
U46824,37.0,Male,USA,Android,Free,128,35,10.35,107,21,7,0,2,10,140,0.361,3,65.39,0,0.165
U46825,51.0,Male,India,Android,Free,169,26,12.12,216,54,15,0,3,19,74,0.089,3,28.29,1,0.156
U46826,47.0,Female,Canada,iOS,Premium,73,18,20.8,184,29,8,1,0,7,107,0.221,0,0.0,1,0.324
U46827,26.0,Female,USA,iOS,Free,32,16,12.03,59,8,1,0,0,6,40,0.243,6,567.43,0,0.605
U46828,27.0,Female,USA,Android,Basic,74,25,16.67,206,43,5,0,1,11,152,0.598,0,0.0,1,0.12
U46829,23.0,Male,Canada,Android,Basic,133,31,10.86,215,31,9,2,1,6,41,0.167,2,74.76,0,0.364
U46830,34.0,Female,UK,iOS,Free,191,25,17.88,326,82,7,1,2,10,60,0.142,1,44.9,0,0.342
U46831,32.0,Female,UK,Android,Free,55,22,15.92,113,17,6,0,1,10,84,0.065,4,259.48,0,0.478
U46832,50.0,Male,India,iOS,Free,101,19,17.91,205,30,6,0,0,10,92,0.389,0,0.0,1,0.314
U46833,30.0,Female,Germany,Android,Premium,36,21,10.37,137,15,4,0,1,15,73,0.08,4,77.41,0,0.642
U46834,59.0,Female,Canada,iOS,Basic,113,21,16.8,194,23,7,0,1,7,30,0.08,5,343.89,0,0.415
U46835,39.0,Female,USA,Android,Free,18,20,13.31,163,24,7,0,1,15,9,0.295,2,38.53,0,0.607
U46836,33.0,Male,Singapore,iOS,Premium,175,38,11.58,124,17,3,0,0,12,87,0.084,1,10.8,0,0.089
U46837,51.0,Male,USA,Android,Basic,96,20,11.35,133,11,2,0,0,7,69,0.309,3,14.82,0,0.465
U46838,20.0,Male,Canada,iOS,Free,198,30,11.99,8,0,0,0,0,9,103,0.244,2,146.68,1,0.047
U46839,25.0,Female,India,Android,Basic,27,20,16.56,163,19,1,0,0,12,153,0.245,3,73.9,0,0.673
U46840,37.0,Female,Germany,Android,Basic,123,24,12.51,190,39,13,1,1,14,83,0.103,0,0.0,1,0.294
U46841,41.0,Male,Canada,Android,Free,50,22,8.12,128,29,10,2,0,11,41,0.337,4,524.61,0,0.512
U46842,35.0,Female,India,iOS,Free,242,19,17.56,144,25,5,0,1,10,142,0.168,4,89.55,0,0.336
U46843,40.0,Male,Canada,Android,Basic,73,25,12.73,170,34,11,1,0,8,54,0.103,4,86.71,0,0.682
U46844,18.0,Male,India,iOS,Premium,113,22,16.75,148,34,10,2,0,13,1,0.162,5,429.96,0,0.415
U46845,19.0,Male,Singapore,iOS,Free,153,35,6.93,196,54,19,3,3,12,5,0.37,2,27.61,1,0.058
U46846,22.0,Male,India,iOS,Free,111,24,12.76,254,73,14,1,4,16,150,0.257,3,140.22,0,0.436
U46847,35.0,Female,USA,iOS,Free,82,21,10.64,202,18,1,0,0,15,7,0.026,0,0.0,1,0.222
U46848,33.0,Male,Singapore,iOS,Free,99,29,9.03,162,44,3,0,0,19,144,0.185,1,3.74,1,0.294
U46849,27.0,Female,Canada,Android,Free,101,26,13.87,143,15,0,0,0,10,67,0.585,3,117.1,0,0.447
U46850,46.0,Female,USA,iOS,Basic,122,33,8.74,181,15,0,0,0,14,122,0.191,2,216.02,1,0.118
U46851,52.0,Other,Canada,iOS,Free,51,22,5.98,187,35,8,1,0,10,129,0.343,6,471.58,0,0.56
U46852,42.0,Male,Canada,Android,Free,55,22,8.41,146,15,6,0,0,9,131,0.106,0,0.0,0,0.421
U46853,59.0,Female,USA,Android,Free,71,24,10.82,169,29,11,0,2,9,100,0.551,4,193.26,0,0.39
U46854,41.0,Male,USA,iOS,Free,102,29,7.7,243,63,16,2,2,9,72,0.224,5,143.23,0,0.37
U46855,30.0,Male,Singapore,Android,Free,66,17,6.51,161,30,6,0,0,12,79,0.44,1,9.73,1,0.497
U46856,38.0,Male,USA,iOS,Free,85,21,18.44,162,30,8,1,0,9,153,0.126,0,0.0,0,0.469
U46857,59.0,Male,India,Android,Basic,49,27,11.88,204,36,7,0,1,11,20,0.254,4,64.2,1,0.32
U46858,60.0,Male,Australia,iOS,Basic,71,34,20.08,254,73,13,0,3,13,46,0.038,6,222.92,0,0.463
U46859,56.0,Male,USA,Android,Free,22,19,19.41,214,38,6,1,1,9,60,0.096,2,23.91,1,0.241
U46860,51.0,Male,India,iOS,Free,62,24,24.3,141,22,4,0,1,11,164,0.588,4,67.66,0,0.477
U46861,36.0,Female,UK,iOS,Free,10,23,18.36,115,23,9,2,1,14,31,0.271,4,297.27,1,0.469
U46862,45.0,Female,India,iOS,Free,89,29,14.77,243,22,9,0,2,14,150,0.541,4,117.5,1,0.276
U46863,44.0,Male,USA,Android,Free,161,27,17.84,191,24,2,0,0,11,7,0.253,3,210.31,0,0.359
U46864,43.0,Male,UK,iOS,Free,157,19,8.15,183,39,10,1,2,7,62,0.315,1,56.85,1,0.061
U46865,28.0,Male,UK,Android,Free,100,33,10.07,161,28,10,0,0,14,114,0.193,3,216.11,0,0.436
U46866,52.0,Male,India,Android,Basic,67,24,6.41,90,24,3,0,0,8,154,0.039,4,44.44,0,0.523
U46867,37.0,Other,UK,iOS,Free,227,28,13.66,167,16,5,0,1,16,15,0.198,0,0.0,0,0.254
U46868,29.0,Female,India,Android,Free,83,23,15.89,212,63,9,1,1,12,55,0.146,3,104.46,1,0.288
U46869,45.0,Male,Canada,iOS,Basic,66,24,5.64,108,26,5,0,0,9,149,0.386,0,0.0,0,0.647
U46870,19.0,Male,USA,Android,Free,38,21,11.83,69,16,1,0,0,14,139,0.674,2,13.55,0,0.598
U46871,18.0,Male,India,iOS,Free,109,17,19.74,54,12,2,0,0,14,91,0.658,0,0.0,0,0.496
U46872,26.0,Male,India,Android,Free,99,27,11.03,175,32,5,0,0,8,15,0.161,2,67.02,1,0.096
U46873,39.0,Female,Australia,iOS,Free,46,31,9.28,204,52,7,0,2,18,135,0.67,5,96.07,0,0.419
U46874,57.0,Female,USA,Android,Free,152,25,14.96,168,37,8,1,2,6,17,0.474,2,123.4,0,0.457
U46875,44.0,Female,India,iOS,Premium,66,34,13.51,60,15,1,0,0,11,103,0.152,3,434.83,1,0.076
U46876,26.0,Female,USA,Android,Premium,115,23,14.4,146,19,8,1,0,8,173,0.361,2,26.24,1,0.098
U46877,24.0,Male,UK,iOS,Basic,27,21,10.01,63,9,3,0,1,17,105,0.42,2,92.5,0,0.693
U46878,53.0,Male,Canada,iOS,Free,65,18,6.06,151,40,5,1,0,13,130,0.113,4,164.28,1,0.323
U46879,55.0,Female,USA,Android,Basic,61,18,11.24,124,27,8,0,2,13,132,0.161,3,87.16,0,0.729
U46880,19.0,Male,Canada,iOS,Free,39,22,6.94,146,38,6,1,0,13,3,0.309,3,13.82,0,0.412
U46881,60.0,Female,UK,iOS,Premium,152,27,9.03,255,29,9,1,1,13,29,0.237,3,37.98,1,0.071
U46882,22.0,Female,Australia,Android,Free,120,27,11.54,180,37,5,1,1,10,99,0.341,5,336.54,0,0.376
